"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"59D8B544","journalArticle","2017","Geissdoerfer, Martin; Savaget, Paulo; Bocken, Nancy M.P.; Hultink, Erik Jan","The Circular Economy – A new sustainability paradigm?","Journal of Cleaner Production","","09596526","10.1016/j.jclepro.2016.12.048","https://linkinghub.elsevier.com/retrieve/pii/S0959652616321023","While the terms Circular Economy and sustainability are increasingly gaining traction with academia, industry, and policymakers, the similarities and differences between both concepts remain ambiguous. The relationship between the concepts is not made explicit in literature, which is blurring their conceptual contours and constrains the efﬁcacy of using the approaches in research and practice. This research addresses this gap and aims to provide conceptual clarity by distinguishing the terms and synthesising the different types of relationships between them. We conducted an extensive literature review, employing bibliometric analysis and snowballing techniques to investigate the state of the art in the ﬁeld and synthesise the similarities, differences and relationships between both terms. We identiﬁed eight different relationship types in the literature and illustrated the most evident similarities and differences between both concepts.","2017-02","2023-09-13 14:32:50","2023-09-13 14:32:50","2023-09-13 14:32:50","757-768","","","143","","Journal of Cleaner Production","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/ARNAHAME/Geissdoerfer et al. - 2017 - The Circular Economy – A new sustainability paradi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECVF48A7","journalArticle","2011","Gudynas, Eduardo","Buen Vivir: Today's tomorrow","Development","","1011-6370, 1461-7072","10.1057/dev.2011.86","http://link.springer.com/10.1057/dev.2011.86","Eduardo Gudynas looks at the main trends of the discourse around Buen Vivir in South America. He looks at the rich and multiple discourses around Buen Vivir, as a political platform for different visions of alternatives to development. The paradox that development can be declared defunct and yet in the next step promoted as the only way forward is deeply embedded in modern culture. Therefore, any alternative to development must open paths to move beyond the modern Western culture. Buen Vivir, he argues gives that opportunity.","2011-12","2023-09-13 14:32:52","2023-09-13 14:32:52","2023-09-13 14:32:52","441-447","","4","54","","Development","Buen Vivir","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/9HEYZLJP/Gudynas - 2011 - Buen Vivir Today's tomorrow.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C55A8A9","journalArticle","2020","Harden-Davies, Harriet; Humphries, Fran; Maloney, Michelle; Wright, Glen; Gjerde, Kristina; Vierros, Marjo","Rights of Nature: Perspectives for Global Ocean Stewardship","Marine Policy","","0308597X","10.1016/j.marpol.2020.104059","https://linkinghub.elsevier.com/retrieve/pii/S0308597X20303365","The development of a new international legally binding instrument for the conservation and sustainable use of marine biodiversity beyond national jurisdiction (BBNJ agreement) is in the final negotiation phase. Legal recognition of rights of nature is emerging worldwide as a fresh imperative to preserve ecological integrity, safeguard human wellbeing, broaden participation in decision-making, and give a voice to nature – but so far exclusively within national jurisdiction. In this paper, we consider how a Rights of Nature perspective might inform the BBNJ agreement. We examine Rights of Nature laws and identify four characteristics relating to: i) rights; ii) connectivity; iii) reciprocity; and iv) representation and implementation. We argue that a Rights of Nature perspective can reinforce existing ocean governance norms, inspire new measures to enhance the effectiveness and equitability of the BBNJ agreement and enable global ocean stewardship in ABNJ.","2020-12","2023-09-13 14:32:55","2023-09-13 14:32:55","2023-09-13 14:32:55","104059","","","122","","Marine Policy","Rights of Nature","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/8QSJ8JU2/Harden-Davies et al. - 2020 - Rights of Nature Perspectives for Global Ocean St.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DGLPD7FW","journalArticle","2022","Huntjens, Patrick; Kemp, René","The Importance of a Natural Social Contract and Co-Evolutionary Governance for Sustainability Transitions","Sustainability","","2071-1050","10.3390/su14052976","https://www.mdpi.com/2071-1050/14/5/2976","The coronavirus disease 2019 (COVID-19) pandemic offers an opportunity for dealing with persistent problems, through a transformative recovery process. It is a crisis that offers opportunities for dealing with three interrelated crises: the ecological crisis (climate change, loss of biodiversity, resource depletion, pollution and ecosystem destruction), the confidence crisis (people losing trust in government, politics, companies, regular news channels, science, each other and the future), and the inequality crisis (the widening of the gap between rich and poor). Our argument is that sustainability transitions will not succeed without a different economy and another social contract with rights and duties of care for the environment and the well-being of others, including future generations. A different social contract is not only desirable from the point of view of sustainability and fairness, and justice and equality, but it is also necessary to restore citizens’ trust in politics, government, companies and each other. In the paper we discuss mechanisms towards a Natural Social Contract: systemic leverage points for system transformations and possibilities for co-evolutionary governance by actor coalitions interested in transformative change. The combination of those three elements helps to synchronize different agendas and reduce the chance that they will work against each other.","2022-03-03","2023-09-13 14:32:58","2023-09-13 14:32:58","2023-09-13 14:32:58","2976","","5","14","","Sustainability","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/6E7SR2QA/Huntjens and Kemp - 2022 - The Importance of a Natural Social Contract and Co.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9NJKH3Y3","journalArticle","2022","Hu, Yisi; Wang, Meng; Ma, Tianxiao; Huang, Mingpan; Huang, Guangping; Zhou, Wenliang; Ping, Xiaoge; Lu, Yonglong; Wei, Fuwen","Integrated index-based assessment reveals long-term conservation progress in implementation of Convention on Biological Diversity","Science Advances","","2375-2548","10.1126/sciadv.abj8093","https://www.science.org/doi/10.1126/sciadv.abj8093","Numerical indices highlight efforts to reverse biodiversity loss trends under social-ecological context.           ,              The Convention on Biological Diversity (CBD) has launched two long-term, target-based conservation Strategic Plans in the past two decades. We compiled an index-based assessment framework to evaluate target achievements of the CBD using long-term indicators. The CBD Index is steadily increasing, with the Goal Indices for biodiversity mainstreaming, protection, and supporting mechanisms all improving over time. While the State and Pressure Indices continue to deteriorate coupled with human population and economic development, their changing rates have slowed down, most likely because of the constantly growing conservation efforts as revealed by the Response Index. The first quantitative assessment of the CBD’s long-term performance may provide critical science-based evidence for continuing commitments to developing and implementing a new Post-2020 Global Biodiversity Framework. We also call for enhanced efforts to address the emerging challenges in achieving the 2050 Vision for Biodiversity and the adoption of a rapid assessment framework to track future progress.","2022-01-07","2023-09-13 14:33:00","2023-09-13 14:33:00","2023-09-13 14:33:00","eabj8093","","1","8","","Sci. Adv.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/QMIU489Q/Hu et al. - 2022 - Integrated index-based assessment reveals long-ter.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQ63Q2PC","journalArticle","2013","Locke, Harvey","Nature needs half: a necessary and hopeful new agenda for protected areas","PARKS","","0960233X","10.2305/IUCN.CH.2013.PARKS-19-2.HL.en","http://parksjournal.com/wp-content/uploads/2013/11/PARKS-19.2-Locke-10.2305IUCN.CH_.2013.PARKS-19-2.HL_.en_.pdf","Conservation targets should be based on what is necessary to protect nature in all its expressions. When in 1988 the Brundtland report called for tripling the world’s protected area estate (which was then at 3 to 4 per cent of the land area) there was a strong belief that sustainable development would ensure the proper care for nature on the rest of the unprotected earth. This has proven wrong. We therefore must materially shift our protected areas target to protect at least half of the world, land and water, in an interconnected way to conform with what conservation biologists have learned about the needs of nature. Instead we have set goals that are politically determined, with arbitrary percentages that rest on an unarticulated hope that such non-scientific goals are a good first step towards some undefined better future outcome. This has been a destructive form of self-censorship. It is time for conservationists to reset the debate based on scientific findings and assert nature’s needs fearlessly.","2013-11-05","2023-09-13 14:33:02","2023-09-13 14:33:02","2023-09-13 14:33:02","13-22","","2","19","","PARKS","Nature needs half","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/6I2LA74R/Locke - 2013 - Nature needs half a necessary and hopeful new age.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BNRE689","journalArticle","2020","Mirza, M. Usman; Richter, Andries; Van Nes, Egbert H.; Scheffer, Marten","Institutions and inequality interplay shapes the impact of economic growth on biodiversity loss","Ecology and Society","","1708-3087","10.5751/ES-12078-250439","https://www.ecologyandsociety.org/vol25/iss4/art39/","The latest global assessment of the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services (IPBES) warns that biodiversity loss can make ecosystems more vulnerable to the effects of climate change and other stressors. Economic growth has been identified as one of the key drivers of these losses, however, the impact pathway may depend on how society organizes economic activity and distributes its benefits. Here we use a global country-level dataset to show how the strength of national institutions and economic inequality in society can mediate the loss of biodiversity worldwide. We find that the interplay of institutions and inequality fully mediates the impact of economic growth on plant biodiversity, but only partially mediates the impact on animal biodiversity. Furthermore, in sustaining biodiversity, the effectiveness of institutions depends on inequality in society, such that biodiversity loss is ameliorated when institutions are strong and inequality low, but in regions with high inequality, institutions tend to lose their efficacy. The analysis also uncovers nonlinearities in inequality, institutions, and biodiversity interactions, which are important to investigate further and consider for policy purposes.","2020","2023-09-13 14:33:05","2023-09-13 14:33:05","2023-09-13 14:33:05","art39","","4","25","","E&S","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/QTAY3Z4K/Mirza et al. - 2020 - Institutions and inequality interplay shapes the i.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIDXJ3XF","journalArticle","2018","O’Neill, Daniel W.; Fanning, Andrew L.; Lamb, William F.; Steinberger, Julia K.","A good life for all within planetary boundaries","Nature Sustainability","","2398-9629","10.1038/s41893-018-0021-4","https://www.nature.com/articles/s41893-018-0021-4","","2018-02-05","2023-09-13 14:33:08","2023-09-13 14:33:08","2023-09-13 14:33:08","88-95","","2","1","","Nat Sustain","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/IHXMCYZU/O’Neill et al. - 2018 - A good life for all within planetary boundaries.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BVBWNV4","journalArticle","2020","Otero, Iago; Farrell, Katharine N.; Pueyo, Salvador; Kallis, Giorgos; Kehoe, Laura; Haberl, Helmut; Plutzar, Christoph; Hobson, Peter; García‐Márquez, Jaime; Rodríguez‐Labajos, Beatriz; Martin, Jean‐Louis; Erb, Karl‐Heinz; Schindler, Stefan; Nielsen, Jonas; Skorin, Teuta; Settele, Josef; Essl, Franz; Gómez‐Baggethun, Erik; Brotons, Lluís; Rabitsch, Wolfgang; Schneider, François; Pe'er, Guy","Biodiversity policy beyond economic growth","Conservation Letters","","1755-263X, 1755-263X","10.1111/conl.12713","https://conbio.onlinelibrary.wiley.com/doi/10.1111/conl.12713","Increasing evidence—synthesized in this paper—shows that economic growth contributes to biodiversity loss via greater resource consumption and higher emissions. Nonetheless, a review of international biodiversity and sustainability policies shows that the majority advocate economic growth. Since improvements in resource use efficiency have so far not allowed for absolute global reductions in resource use and pollution, we question the support for economic growth in these policies, where inadequate attention is paid to the question of how growth can be decoupled from biodiversity loss. Drawing on the literature about alternatives to economic growth, we explore this contradiction and suggest ways forward to halt global biodiversity decline. These include policy proposals to move beyond the growth paradigm while enhancing overall prosperity, which can be implemented by combining top-down and bottom-up governance across scales. Finally, we call the attention of researchers and policy makers to two immediate steps: acknowledge the conflict between economic growth and biodiversity conservation in future policies; and explore socioeconomic trajectories beyond economic growth in the next generation of biodiversity scenarios.","2020-07","2023-09-13 14:33:11","2023-09-13 14:33:11","2023-09-13 14:33:11","e12713","","4","13","","CONSERVATION LETTERS","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/2VBTD69E/Otero et al. - 2020 - Biodiversity policy beyond economic growth.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MH8KEZIB","journalArticle","2017","Raworth, Kate","A Doughnut for the Anthropocene: humanity's compass in the 21st century","The Lancet Planetary Health","","25425196","10.1016/S2542-5196(17)30028-1","https://linkinghub.elsevier.com/retrieve/pii/S2542519617300281","","2017-05","2023-09-13 14:33:13","2023-09-13 14:33:13","2023-09-13 14:33:13","e48-e49","","2","1","","The Lancet Planetary Health","A Doughnut for the Anthropocene","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/7RLRHV32/Raworth - 2017 - A Doughnut for the Anthropocene humanity's compas.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HK9RDB4Z","journalArticle","2023","Rockström, Johan; Gupta, Joyeeta; Qin, Dahe; Lade, Steven J.; Abrams, Jesse F.; Andersen, Lauren S.; Armstrong McKay, David I.; Bai, Xuemei; Bala, Govindasamy; Bunn, Stuart E.; Ciobanu, Daniel; DeClerck, Fabrice; Ebi, Kristie; Gifford, Lauren; Gordon, Christopher; Hasan, Syezlin; Kanie, Norichika; Lenton, Timothy M.; Loriani, Sina; Liverman, Diana M.; Mohamed, Awaz; Nakicenovic, Nebojsa; Obura, David; Ospina, Daniel; Prodani, Klaudia; Rammelt, Crelis; Sakschewski, Boris; Scholtens, Joeri; Stewart-Koster, Ben; Tharammal, Thejna; Van Vuuren, Detlef; Verburg, Peter H.; Winkelmann, Ricarda; Zimm, Caroline; Bennett, Elena M.; Bringezu, Stefan; Broadgate, Wendy; Green, Pamela A.; Huang, Lei; Jacobson, Lisa; Ndehedehe, Christopher; Pedde, Simona; Rocha, Juan; Scheffer, Marten; Schulte-Uebbing, Lena; De Vries, Wim; Xiao, Cunde; Xu, Chi; Xu, Xinwu; Zafra-Calvo, Noelia; Zhang, Xin","Safe and just Earth system boundaries","Nature","","0028-0836, 1476-4687","10.1038/s41586-023-06083-8","https://www.nature.com/articles/s41586-023-06083-8","Abstract                            The stability and resilience of the Earth system and human well-being are inseparably linked               1–3               , yet their interdependencies are generally under-recognized; consequently, they are often treated independently               4,5               . Here, we use modelling and literature assessment to quantify safe and just Earth system boundaries (ESBs) for climate, the biosphere, water and nutrient cycles, and aerosols at global and subglobal scales. We propose ESBs for maintaining the resilience and stability of the Earth system (safe ESBs) and minimizing exposure to significant harm to humans from Earth system change (a necessary but not sufficient condition for justice)               4               . The stricter of the safe or just boundaries sets the integrated safe and just ESB. Our findings show that justice considerations constrain the integrated ESBs more than safety considerations for climate and atmospheric aerosol loading. Seven of eight globally quantified safe and just ESBs and at least two regional safe and just ESBs in over half of global land area are already exceeded. We propose that our assessment provides a quantitative foundation for safeguarding the global commons for all people now and into the future.","2023-07-06","2023-09-13 14:33:16","2023-09-13 14:33:16","2023-09-13 14:33:16","102-111","","7968","619","","Nature","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/LF97I3IT/Rockström et al. - 2023 - Safe and just Earth system boundaries.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SC4PH5WK","journalArticle","2023","Parks, Louisa; Tsioumani, Elsa","Transforming biodiversity governance? Indigenous peoples' contributions to the Convention on Biological Diversity","Biological Conservation","","00063207","10.1016/j.biocon.2023.109933","https://linkinghub.elsevier.com/retrieve/pii/S0006320723000332","This article reviews opportunities for, and selected outcomes of, the meaningful participation of Indigenous Peoples and local communities (IPLCs) in the processes of the Convention on Biological Diversity (CBD). Meaningful participation is understood as a collaborative process based on the recognition of IPLCs and their contribution to biodiversity management. The CBD is currently the main instrument for global biodiversity governance, enjoying almost-universal application - with the notable exception of the USA. It arguably provides the most advanced framework for the participation of IPLCs among the multilateral environmental agree­ ments. Following a discussion of challenges regarding concepts and terminology, we provide brief overviews of IPLCs' contributions to the conservation and sus­ tainable use of biodiversity and the evolution of the CBD framework to partially recognize these. We then focus on two case studies: the negotiation and adoption of the Nagoya Protocol on access to genetic resources and fair and equitable benefit-sharing; and the negotiation of the 2022 Kunming-Montreal Global Biodiversity Framework. On the basis of a literature review, content analysis of UN documents, and participant observation at CBD meetings, we combine legal and sociological analysis to find that early gains towards building collaborative spaces for IPLCs in CBD processes in the adoption of the Nagoya Protocol seemed to be receding in the negotiation of the Global Biodiversity Framework, until adoption of the final text which surprisingly integrated a strong rights-based approach, for the first time in the history of the CBD.","2023-04","2023-09-13 14:33:20","2023-09-13 14:33:21","2023-09-13 14:33:20","109933","","","280","","Biological Conservation","Transforming biodiversity governance?","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/EGHQK2VG/Parks and Tsioumani - 2023 - Transforming biodiversity governance Indigenous p.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UCEWPXU5","journalArticle","2020","Wyborn, Carina; Davila, Federico; Pereira, Laura; Lim, Michelle; Alvarez, Isis; Henderson, Gretchen; Luers, Amy; Martinez Harms, Maria Jose; Maze, Kristal; Montana, Jasper; Ryan, Melanie; Sandbrook, Chris; Shaw, Rebecca; Woods, Emma","Imagining transformative biodiversity futures","Nature Sustainability","","2398-9629","10.1038/s41893-020-0587-5","https://www.nature.com/articles/s41893-020-0587-5","","2020-08-03","2023-09-13 14:33:23","2023-09-13 14:33:23","2023-09-13 14:33:23","670-672","","9","3","","Nat Sustain","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/S6XKZ6GQ/Wyborn et al. - 2020 - Imagining transformative biodiversity futures.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5BLF78X","journalArticle","2016","Stahel, Walter R.","The circular economy","Nature","","0028-0836, 1476-4687","10.1038/531435a","https://www.nature.com/articles/531435a","","2016-03-24","2023-09-13 14:35:12","2023-09-13 14:35:12","2023-09-13 14:35:12","435-438","","7595","531","","Nature","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero TfC Ch 2/storage/KZ9JA24Z/Stahel Circular Economy -Nature-2016 Sebastian Villasante.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
